,holiday,workingday,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,hour,past_hour,before_work,during_work,winter,summer,autumn,misty,light_precip,heavy_precip
2827,0,1,30.34,34.85,70,15.0013,71,323,394,2011,7,6,19,563,0,0,0,1,0,0,0,0
2828,0,1,29.52,34.85,74,16.9979,55,257,312,2011,7,6,20,394,0,0,0,1,0,0,0,0
2829,0,1,28.7,33.335,79,12.998,66,175,241,2011,7,6,21,312,0,0,0,1,0,0,0,0
2830,0,1,28.7,33.335,79,12.998,30,156,186,2011,7,6,22,241,0,0,0,1,0,0,0,0
2831,0,1,27.88,31.82,83,15.0013,20,78,98,2011,7,6,23,186,0,0,0,1,0,0,0,0
2832,0,1,27.06,29.545,89,8.9981,6,29,35,2011,7,7,0,98,0,0,0,1,0,0,0,0
2833,0,1,27.06,29.545,89,12.998,2,14,16,2011,7,7,1,35,0,0,0,1,0,0,0,0
2834,0,1,27.06,29.545,89,12.998,1,7,8,2011,7,7,2,16,0,0,0,1,0,0,0,0
2835,0,1,26.24,28.03,94,7.0015,2,2,4,2011,7,7,3,8,0,0,0,1,0,0,0,0
2836,0,1,26.24,28.79,89,7.0015,0,4,4,2011,7,7,4,4,0,0,0,1,0,0,0,0
2837,0,1,26.24,28.79,89,7.0015,2,30,32,2011,7,7,5,4,0,0,0,1,0,0,0,0
2838,0,1,26.24,28.79,89,8.9981,11,107,118,2011,7,7,6,32,0,0,0,1,0,1,0,0
2839,0,1,27.06,29.545,89,7.0015,13,279,292,2011,7,7,7,118,0,0,0,1,0,1,0,0
2840,0,1,28.7,33.335,79,12.998,28,415,443,2011,7,7,8,292,0,0,0,1,0,1,0,0
2841,0,1,30.34,34.85,70,11.0014,25,154,179,2011,7,7,9,443,0,0,0,1,0,0,0,0
2842,0,1,31.98,37.12,62,0,29,72,101,2011,7,7,10,179,0,0,0,1,0,0,0,0
2843,0,1,33.62,38.635,52,8.9981,30,112,142,2011,7,7,11,101,0,0,0,1,0,0,0,0
2844,0,1,34.44,38.635,41,0,32,139,171,2011,7,7,12,142,0,0,0,1,0,0,0,0
2845,0,1,35.26,39.395,41,0,48,107,155,2011,7,7,13,171,0,0,0,1,0,0,0,0
2846,0,1,35.26,39.395,41,16.9979,39,121,160,2011,7,7,14,155,0,0,0,1,0,0,0,0
2847,0,1,35.26,39.395,41,16.9979,47,119,166,2011,7,7,15,160,0,0,0,1,0,0,0,0
2848,0,1,35.26,38.635,39,15.0013,47,218,265,2011,7,7,16,166,0,0,0,1,0,0,0,0
2849,0,1,35.26,37.88,36,16.9979,80,489,569,2011,7,7,17,265,0,0,0,1,0,0,0,0
2850,0,1,34.44,37.88,44,19.9995,70,492,562,2011,7,7,18,569,0,0,0,1,0,0,0,0
2851,0,1,33.62,38.635,52,19.0012,79,286,365,2011,7,7,19,562,0,0,0,1,0,0,0,0
2852,0,1,31.16,35.605,58,23.9994,61,224,285,2011,7,7,20,365,0,0,0,1,0,0,0,0
2853,0,1,30.34,34.09,62,11.0014,39,170,209,2011,7,7,21,285,0,0,0,1,0,0,0,0
2854,0,1,30.34,34.09,62,11.0014,32,150,182,2011,7,7,22,209,0,0,0,1,0,0,0,0
2855,0,1,29.52,34.09,66,0,31,98,129,2011,7,7,23,182,0,0,0,1,0,0,0,0
2856,0,1,30.34,34.85,66,7.0015,6,41,47,2011,7,8,0,129,0,0,0,1,0,0,0,0
2857,0,1,29.52,34.85,79,0,9,25,34,2011,7,8,1,47,0,0,0,1,0,0,0,0
2858,0,1,28.7,33.335,74,11.0014,10,12,22,2011,7,8,2,34,0,0,0,1,0,1,0,0
2859,0,1,27.88,31.82,79,7.0015,2,4,6,2011,7,8,3,22,0,0,0,1,0,0,0,0
2860,0,1,28.7,33.335,79,16.9979,7,4,11,2011,7,8,4,6,0,0,0,1,0,0,0,0
2861,0,1,27.88,31.82,79,16.9979,3,24,27,2011,7,8,5,11,0,0,0,1,0,0,0,0
2862,0,1,28.7,33.335,74,7.0015,11,91,102,2011,7,8,6,27,0,0,0,1,0,0,0,0
2863,0,1,28.7,33.335,79,12.998,30,302,332,2011,7,8,7,102,0,0,0,1,0,1,0,0
2864,0,1,29.52,34.85,74,16.9979,36,421,457,2011,7,8,8,332,0,0,0,1,0,1,0,0
2865,0,1,31.16,36.365,70,19.9995,30,211,241,2011,7,8,9,457,0,0,0,1,0,1,0,0
2866,0,1,30.34,34.85,70,23.9994,30,108,138,2011,7,8,10,241,0,0,0,1,0,1,0,0
2867,0,1,30.34,35.605,74,16.9979,61,104,165,2011,7,8,11,138,0,0,0,1,0,1,0,0
2868,0,1,31.16,36.365,70,19.0012,49,164,213,2011,7,8,12,165,0,0,0,1,0,1,0,0
2869,0,1,31.98,37.88,66,19.0012,54,175,229,2011,7,8,13,213,0,0,0,1,0,1,0,0
2870,0,1,32.8,39.395,63,23.9994,53,163,216,2011,7,8,14,229,0,0,0,1,0,1,0,0
2871,0,1,32.8,39.395,63,23.9994,39,102,141,2011,7,8,15,216,0,0,0,1,0,1,0,0
2872,0,1,27.88,31.82,83,30.0026,27,105,132,2011,7,8,16,141,0,0,0,1,0,0,1,0
2873,0,1,27.06,29.545,89,30.0026,6,161,167,2011,7,8,17,132,0,0,0,1,0,0,1,0
2874,0,1,27.06,30.305,83,6.0032,35,281,316,2011,7,8,18,167,0,0,0,1,0,0,0,0
2875,0,1,27.06,30.305,83,6.0032,45,225,270,2011,7,8,19,316,0,0,0,1,0,0,0,0
2876,0,1,27.06,30.305,83,11.0014,30,220,250,2011,7,8,20,270,0,0,0,1,0,0,0,0
2877,0,1,27.06,30.305,83,16.9979,46,158,204,2011,7,8,21,250,0,0,0,1,0,1,0,0
2878,0,1,27.06,30.305,78,12.998,33,136,169,2011,7,8,22,204,0,0,0,1,0,1,0,0
2879,0,1,27.06,30.305,78,6.0032,40,111,151,2011,7,8,23,169,0,0,0,1,0,1,0,0
2880,0,0,27.06,30.305,83,8.9981,31,90,121,2011,7,9,0,151,0,0,0,1,0,1,0,0
2881,0,0,26.24,28.79,89,7.0015,5,48,53,2011,7,9,1,121,0,0,0,1,0,1,0,0
2882,0,0,26.24,28.79,89,11.0014,12,43,55,2011,7,9,2,53,0,0,0,1,0,0,0,0
2883,0,0,26.24,28.79,89,8.9981,7,23,30,2011,7,9,3,55,0,0,0,1,0,0,0,0
2884,0,0,26.24,28.79,83,15.0013,2,4,6,2011,7,9,4,30,0,0,0,1,0,0,0,0
2885,0,0,25.42,28.03,88,11.0014,4,11,15,2011,7,9,5,6,0,0,0,1,0,1,0,0
2886,0,0,26.24,28.79,83,12.998,11,27,38,2011,7,9,6,15,0,0,0,1,0,1,0,0
2887,0,0,27.06,30.305,78,12.998,21,50,71,2011,7,9,7,38,0,0,0,1,0,0,0,0
2888,0,0,28.7,32.575,70,16.9979,68,114,182,2011,7,9,8,71,0,0,0,1,0,0,0,0
2889,0,0,30.34,34.09,58,19.0012,77,170,247,2011,7,9,9,182,0,0,0,1,0,0,0,0
2890,0,0,31.16,34.85,52,11.0014,87,177,264,2011,7,9,10,247,0,0,0,1,0,0,0,0
2891,0,0,31.98,34.85,46,19.9995,101,189,290,2011,7,9,11,264,0,0,0,1,0,0,0,0
2892,0,0,32.8,36.365,46,16.9979,145,221,366,2011,7,9,12,290,0,0,0,1,0,0,0,0
2893,0,0,33.62,37.12,41,15.0013,167,249,416,2011,7,9,13,366,0,0,0,1,0,0,0,0
2894,0,0,34.44,37.12,36,8.9981,158,215,373,2011,7,9,14,416,0,0,0,1,0,0,0,0
2895,0,0,34.44,36.365,34,6.0032,182,220,402,2011,7,9,15,373,0,0,0,1,0,0,0,0
2896,0,0,33.62,36.365,38,0,171,245,416,2011,7,9,16,402,0,0,0,1,0,0,0,0
2897,0,0,34.44,36.365,32,0,160,241,401,2011,7,9,17,416,0,0,0,1,0,0,0,0
2898,0,0,33.62,36.365,36,7.0015,132,246,378,2011,7,9,18,401,0,0,0,1,0,0,0,0
2899,0,0,31.16,34.85,55,11.0014,128,178,306,2011,7,9,19,378,0,0,0,1,0,0,0,0
2900,0,0,31.16,35.605,58,15.0013,129,185,314,2011,7,9,20,306,0,0,0,1,0,0,0,0
2901,0,0,30.34,34.09,58,11.0014,83,155,238,2011,7,9,21,314,0,0,0,1,0,0,0,0
2902,0,0,29.52,34.09,62,11.0014,60,154,214,2011,7,9,22,238,0,0,0,1,0,0,0,0
2903,0,0,29.52,33.335,58,12.998,47,93,140,2011,7,9,23,214,0,0,0,1,0,0,0,0
2904,0,0,28.7,32.575,61,11.0014,42,112,154,2011,7,10,0,140,0,0,0,1,0,0,0,0
2905,0,0,28.7,32.575,61,8.9981,19,94,113,2011,7,10,1,154,0,0,0,1,0,0,0,0
2906,0,0,27.88,31.82,69,6.0032,28,68,96,2011,7,10,2,113,0,0,0,1,0,0,0,0
2907,0,0,27.06,31.06,74,6.0032,6,19,25,2011,7,10,3,96,0,0,0,1,0,0,0,0
2908,0,0,27.06,31.06,69,6.0032,0,5,5,2011,7,10,4,25,0,0,0,1,0,0,0,0
2909,0,0,27.06,31.06,74,0,7,10,17,2011,7,10,5,5,0,0,0,1,0,0,0,0
2910,0,0,26.24,29.545,78,6.0032,8,17,25,2011,7,10,6,17,0,0,0,1,0,0,0,0
2911,0,0,28.7,32.575,70,6.0032,27,38,65,2011,7,10,7,25,0,0,0,1,0,0,0,0
2912,0,0,29.52,34.09,66,0,27,65,92,2011,7,10,8,65,0,0,0,1,0,0,0,0
2913,0,0,30.34,34.85,66,6.0032,62,107,169,2011,7,10,9,92,0,0,0,1,0,0,0,0
2914,0,0,31.16,34.85,55,8.9981,95,173,268,2011,7,10,10,169,0,0,0,1,0,0,0,0
2915,0,0,31.98,36.365,55,12.998,110,177,287,2011,7,10,11,268,0,0,0,1,0,0,0,0
2916,0,0,33.62,37.88,46,19.0012,133,244,377,2011,7,10,12,287,0,0,0,1,0,0,0,0
2917,0,0,32.8,36.365,46,19.9995,139,228,367,2011,7,10,13,377,0,0,0,1,0,0,0,0
2918,0,0,33.62,37.12,41,22.0028,122,227,349,2011,7,10,14,367,0,0,0,1,0,0,0,0
2919,0,0,34.44,37.12,39,19.0012,142,219,361,2011,7,10,15,349,0,0,0,1,0,0,0,0
2920,0,0,34.44,37.88,41,19.0012,128,244,372,2011,7,10,16,361,0,0,0,1,0,0,0,0
2921,0,0,34.44,37.12,36,15.0013,146,217,363,2011,7,10,17,372,0,0,0,1,0,0,0,0
2922,0,0,33.62,37.12,43,19.0012,141,222,363,2011,7,10,18,363,0,0,0,1,0,0,0,0
2923,0,0,32.8,37.12,49,22.0028,120,183,303,2011,7,10,19,363,0,0,0,1,0,0,0,0
2924,0,0,31.16,34.85,55,12.998,101,167,268,2011,7,10,20,303,0,0,0,1,0,0,0,0
2925,0,0,30.34,34.09,62,16.9979,65,162,227,2011,7,10,21,268,0,0,0,1,0,0,0,0
2926,0,0,30.34,34.85,66,15.0013,56,87,143,2011,7,10,22,227,0,0,0,1,0,0,0,0
2927,0,0,29.52,34.09,66,16.9979,19,53,72,2011,7,10,23,143,0,0,0,1,0,0,0,0
2928,0,1,28.7,32.575,65,12.998,10,25,35,2011,7,11,0,72,0,0,0,1,0,0,0,0
2929,0,1,28.7,32.575,61,19.0012,5,5,10,2011,7,11,1,35,0,0,0,1,0,0,0,0
2930,0,1,28.7,32.575,61,15.0013,8,4,12,2011,7,11,2,10,0,0,0,1,0,0,0,0
2931,0,1,27.88,31.82,65,11.0014,2,8,10,2011,7,11,3,12,0,0,0,1,0,0,0,0
2932,0,1,27.06,31.06,74,15.0013,0,4,4,2011,7,11,4,10,0,0,0,1,0,0,0,0
2933,0,1,27.06,31.06,74,8.9981,5,21,26,2011,7,11,5,4,0,0,0,1,0,0,0,0
2934,0,1,27.88,31.82,74,12.998,19,102,121,2011,7,11,6,26,0,0,0,1,0,0,0,0
2935,0,1,28.7,33.335,74,16.9979,28,289,317,2011,7,11,7,121,0,0,0,1,0,0,0,0
2936,0,1,30.34,34.85,66,19.0012,35,385,420,2011,7,11,8,317,0,0,0,1,0,0,0,0
2937,0,1,31.98,37.12,59,19.9995,41,167,208,2011,7,11,9,420,0,0,0,1,0,0,0,0
2938,0,1,32.8,37.88,55,23.9994,44,73,117,2011,7,11,10,208,0,0,0,1,0,0,0,0
2939,0,1,33.62,39.395,56,19.9995,39,89,128,2011,7,11,11,117,0,0,0,1,0,0,0,0
2940,0,1,34.44,40.15,53,19.0012,40,108,148,2011,7,11,12,128,0,0,0,1,0,0,0,0
2941,0,1,35.26,40.91,50,16.9979,22,119,141,2011,7,11,13,148,0,0,0,1,0,0,0,0
2942,0,1,35.26,41.665,53,19.0012,40,94,134,2011,7,11,14,141,0,0,0,1,0,0,0,0
2943,0,1,35.26,42.425,56,27.9993,38,108,146,2011,7,11,15,134,0,0,0,1,0,0,0,0
2944,0,1,35.26,42.425,56,26.0027,57,182,239,2011,7,11,16,146,0,0,0,1,0,0,0,0
2945,0,1,35.26,42.425,56,27.9993,59,455,514,2011,7,11,17,239,0,0,0,1,0,0,0,0
2946,0,1,35.26,41.665,53,26.0027,57,415,472,2011,7,11,18,514,0,0,0,1,0,0,0,0
2947,0,1,34.44,41.665,59,22.0028,80,293,373,2011,7,11,19,472,0,0,0,1,0,0,0,0
2948,0,1,29.52,34.85,74,27.9993,42,194,236,2011,7,11,20,373,0,0,0,1,0,0,0,0
2949,0,1,28.7,33.335,79,27.9993,21,109,130,2011,7,11,21,236,0,0,0,1,0,0,0,0
2950,0,1,29.52,34.85,74,8.9981,20,70,90,2011,7,11,22,130,0,0,0,1,0,0,0,0
2951,0,1,28.7,33.335,79,8.9981,11,44,55,2011,7,11,23,90,0,0,0,1,0,0,0,0
2952,0,1,28.7,33.335,79,8.9981,3,19,22,2011,7,12,0,55,0,0,0,1,0,0,0,0
2953,0,1,28.7,33.335,79,6.0032,6,8,14,2011,7,12,1,22,0,0,0,1,0,0,0,0
2954,0,1,28.7,33.335,79,7.0015,2,7,9,2011,7,12,2,14,0,0,0,1,0,0,0,0
2955,0,1,28.7,33.335,79,0,2,6,8,2011,7,12,3,9,0,0,0,1,0,1,0,0
2956,0,1,28.7,33.335,79,11.0014,0,6,6,2011,7,12,4,8,0,0,0,1,0,0,0,0
2957,0,1,28.7,33.335,79,6.0032,4,21,25,2011,7,12,5,6,0,0,0,1,0,0,0,0
2958,0,1,30.34,34.09,58,15.0013,13,102,115,2011,7,12,6,25,0,0,0,1,0,0,0,0
2959,0,1,31.16,34.85,55,12.998,29,301,330,2011,7,12,7,115,0,0,0,1,0,0,0,0
2960,0,1,31.16,35.605,58,15.0013,35,382,417,2011,7,12,8,330,0,0,0,1,0,0,0,0
2961,0,1,31.98,36.365,55,32.9975,27,149,176,2011,7,12,9,417,0,0,0,1,0,0,0,0
2962,0,1,33.62,38.635,52,11.0014,38,85,123,2011,7,12,10,176,0,0,0,1,0,0,0,0
2963,0,1,33.62,38.635,52,11.0014,39,86,125,2011,7,12,11,123,0,0,0,1,0,0,0,0
2964,0,1,35.26,39.395,44,19.9995,38,125,163,2011,7,12,12,125,0,0,0,1,0,0,0,0
2965,0,1,35.26,40.15,47,15.0013,32,104,136,2011,7,12,13,163,0,0,0,1,0,0,0,0
2966,0,1,36.9,42.425,42,19.9995,33,91,124,2011,7,12,14,136,0,0,0,1,0,0,0,0
2967,0,1,36.9,42.425,42,23.9994,37,111,148,2011,7,12,15,124,0,0,0,1,0,0,0,0
2968,0,1,35.26,39.395,44,19.0012,25,177,202,2011,7,12,16,148,0,0,0,1,0,0,0,0
2969,0,1,36.08,40.91,44,19.0012,48,380,428,2011,7,12,17,202,0,0,0,1,0,0,0,0
2970,0,1,35.26,40.15,47,19.9995,39,472,511,2011,7,12,18,428,0,0,0,1,0,0,0,0
2971,0,1,34.44,37.88,44,19.0012,42,295,337,2011,7,12,19,511,0,0,0,1,0,0,0,0
2972,0,1,33.62,37.12,43,12.998,57,251,308,2011,7,12,20,337,0,0,0,1,0,0,0,0
2973,0,1,33.62,37.12,43,7.0015,49,209,258,2011,7,12,21,308,0,0,0,1,0,0,0,0
2974,0,1,32.8,36.365,46,8.9981,44,150,194,2011,7,12,22,258,0,0,0,1,0,0,0,0
2975,0,1,31.98,35.605,52,0,20,59,79,2011,7,12,23,194,0,0,0,1,0,0,0,0
2976,0,1,31.16,35.605,62,0,9,37,46,2011,7,13,0,79,0,0,0,1,0,0,0,0
2977,0,1,31.16,34.85,55,0,1,11,12,2011,7,13,1,46,0,0,0,1,0,0,0,0
2978,0,1,31.16,34.85,55,0,2,3,5,2011,7,13,2,12,0,0,0,1,0,0,0,0
2979,0,1,30.34,34.09,58,12.998,0,4,4,2011,7,13,3,5,0,0,0,1,0,0,0,0
2980,0,1,30.34,34.09,58,16.9979,0,5,5,2011,7,13,4,4,0,0,0,1,0,0,0,0
2981,0,1,30.34,34.09,58,12.998,4,22,26,2011,7,13,5,5,0,0,0,1,0,0,0,0
2982,0,1,30.34,34.09,58,11.0014,18,103,121,2011,7,13,6,26,0,0,0,1,0,0,0,0
2983,0,1,31.16,34.85,55,16.9979,32,281,313,2011,7,13,7,121,0,0,0,1,0,0,0,0
2984,0,1,32.8,37.12,49,16.9979,31,418,449,2011,7,13,8,313,0,0,0,1,0,0,0,0
2985,0,1,33.62,37.12,41,12.998,23,163,186,2011,7,13,9,449,0,0,0,1,0,0,0,0
2986,0,1,33.62,37.88,46,12.998,33,80,113,2011,7,13,10,186,0,0,0,1,0,0,0,0
2987,0,1,34.44,37.12,39,11.0014,55,110,165,2011,7,13,11,113,0,0,0,1,0,0,0,0
2988,0,1,34.44,37.88,41,19.0012,40,134,174,2011,7,13,12,165,0,0,0,1,0,0,0,0
2989,0,1,33.62,37.88,46,8.9981,39,119,158,2011,7,13,13,174,0,0,0,1,0,0,1,0
2990,0,1,33.62,37.88,46,8.9981,27,89,116,2011,7,13,14,158,0,0,0,1,0,0,1,0
2991,0,1,26.24,28.03,94,8.9981,13,33,46,2011,7,13,15,116,0,0,0,1,0,0,1,0
2992,0,1,27.06,29.545,89,0,23,118,141,2011,7,13,16,46,0,0,0,1,0,1,0,0
2993,0,1,28.7,33.335,79,0,70,418,488,2011,7,13,17,141,0,0,0,1,0,0,0,0
2994,0,1,29.52,34.85,79,8.9981,51,412,463,2011,7,13,18,488,0,0,0,1,0,0,0,0
2995,0,1,28.7,33.335,79,7.0015,79,340,419,2011,7,13,19,463,0,0,0,1,0,0,0,0
2996,0,1,28.7,33.335,84,11.0014,61,281,342,2011,7,13,20,419,0,0,0,1,0,0,0,0
2997,0,1,28.7,33.335,79,7.0015,56,194,250,2011,7,13,21,342,0,0,0,1,0,0,0,0
2998,0,1,27.88,31.82,83,12.998,48,136,184,2011,7,13,22,250,0,0,0,1,0,0,0,0
2999,0,1,27.06,30.305,83,16.9979,33,83,116,2011,7,13,23,184,0,0,0,1,0,0,0,0
3000,0,1,27.06,31.06,69,19.9995,14,32,46,2011,7,14,0,116,0,0,0,1,0,0,0,0
3001,0,1,27.06,31.06,61,16.9979,4,21,25,2011,7,14,1,46,0,0,0,1,0,0,0,0
3002,0,1,26.24,31.06,57,19.9995,3,7,10,2011,7,14,2,25,0,0,0,1,0,0,0,0
3003,0,1,25.42,31.06,57,19.9995,1,5,6,2011,7,14,3,10,0,0,0,1,0,0,0,0
3004,0,1,25.42,31.06,53,16.9979,0,6,6,2011,7,14,4,6,0,0,0,1,0,0,0,0
3005,0,1,24.6,31.06,56,15.0013,6,22,28,2011,7,14,5,6,0,0,0,1,0,0,0,0
3006,0,1,24.6,30.305,60,15.0013,14,116,130,2011,7,14,6,28,0,0,0,1,0,0,0,0
3007,0,1,25.42,31.06,53,16.9979,23,311,334,2011,7,14,7,130,0,0,0,1,0,0,0,0
3008,0,1,26.24,31.06,50,23.9994,53,433,486,2011,7,14,8,334,0,0,0,1,0,0,0,0
3009,0,1,27.88,31.82,47,19.0012,29,195,224,2011,7,14,9,486,0,0,0,1,0,0,0,0
3010,0,1,28.7,31.82,42,16.9979,32,95,127,2011,7,14,10,224,0,0,0,1,0,0,0,0
3011,0,1,29.52,32.575,37,15.0013,38,110,148,2011,7,14,11,127,0,0,0,1,0,0,0,0
3012,0,1,30.34,32.575,35,16.9979,51,172,223,2011,7,14,12,148,0,0,0,1,0,0,0,0
3013,0,1,31.16,33.335,33,22.0028,39,138,177,2011,7,14,13,223,0,0,0,1,0,0,0,0
3014,0,1,30.34,32.575,35,19.0012,49,129,178,2011,7,14,14,177,0,0,0,1,0,0,0,0
3015,0,1,31.16,33.335,33,19.9995,42,138,180,2011,7,14,15,178,0,0,0,1,0,0,0,0
3016,0,1,31.16,33.335,33,8.9981,43,231,274,2011,7,14,16,180,0,0,0,1,0,0,0,0
3017,0,1,30.34,32.575,37,8.9981,78,517,595,2011,7,14,17,274,0,0,0,1,0,0,0,0
3018,0,1,29.52,32.575,42,12.998,94,484,578,2011,7,14,18,595,0,0,0,1,0,0,0,0
3019,0,1,29.52,32.575,39,15.0013,67,333,400,2011,7,14,19,578,0,0,0,1,0,0,0,0
3020,0,1,28.7,31.82,42,15.0013,81,267,348,2011,7,14,20,400,0,0,0,1,0,0,0,0
3021,0,1,27.06,31.06,50,8.9981,58,203,261,2011,7,14,21,348,0,0,0,1,0,0,0,0
3022,0,1,26.24,31.06,57,6.0032,42,134,176,2011,7,14,22,261,0,0,0,1,0,0,0,0
3023,0,1,26.24,30.305,65,16.9979,27,97,124,2011,7,14,23,176,0,0,0,1,0,0,0,0
3024,0,1,25.42,29.545,73,15.0013,23,57,80,2011,7,15,0,124,0,0,0,1,0,0,0,0
3025,0,1,25.42,29.545,73,12.998,7,13,20,2011,7,15,1,80,0,0,0,1,0,0,0,0
3026,0,1,24.6,28.79,78,11.0014,16,22,38,2011,7,15,2,20,0,0,0,1,0,0,0,0
3027,0,1,24.6,29.545,73,12.998,1,6,7,2011,7,15,3,38,0,0,0,1,0,0,0,0
3028,0,1,24.6,29.545,73,11.0014,2,8,10,2011,7,15,4,7,0,0,0,1,0,0,0,0
3029,0,1,24.6,29.545,73,8.9981,7,16,23,2011,7,15,5,10,0,0,0,1,0,0,0,0
3030,0,1,24.6,29.545,73,7.0015,12,108,120,2011,7,15,6,23,0,0,0,1,0,1,0,0
3031,0,1,26.24,30.305,65,7.0015,17,257,274,2011,7,15,7,120,0,0,0,1,0,0,0,0
3032,0,1,26.24,30.305,65,16.9979,50,514,564,2011,7,15,8,274,0,0,0,1,0,0,0,0
3033,0,1,27.88,31.82,54,12.998,31,176,207,2011,7,15,9,564,0,0,0,1,0,0,0,0
3034,0,1,27.06,31.06,61,11.0014,59,107,166,2011,7,15,10,207,0,0,0,1,0,1,0,0
3035,0,1,28.7,32.575,54,8.9981,73,137,210,2011,7,15,11,166,0,0,0,1,0,0,0,0
3036,0,1,28.7,32.575,48,12.998,61,177,238,2011,7,15,12,210,0,0,0,1,0,0,0,0
3037,0,1,28.7,32.575,54,12.998,85,162,247,2011,7,15,13,238,0,0,0,1,0,0,0,0
3038,0,1,28.7,32.575,51,12.998,105,160,265,2011,7,15,14,247,0,0,0,1,0,0,0,0
3039,0,1,29.52,32.575,45,11.0014,74,163,237,2011,7,15,15,265,0,0,0,1,0,0,0,0
3040,0,1,29.52,33.335,51,12.998,96,265,361,2011,7,15,16,237,0,0,0,1,0,0,0,0
3041,0,1,30.34,33.335,42,16.9979,104,483,587,2011,7,15,17,361,0,0,0,1,0,0,0,0
3042,0,1,29.52,32.575,45,15.0013,102,394,496,2011,7,15,18,587,0,0,0,1,0,0,0,0
3043,0,1,28.7,31.82,45,15.0013,114,280,394,2011,7,15,19,496,0,0,0,1,0,0,0,0
3044,0,1,28.7,32.575,51,15.0013,92,251,343,2011,7,15,20,394,0,0,0,1,0,0,0,0
3045,0,1,27.06,31.06,54,7.0015,75,186,261,2011,7,15,21,343,0,0,0,1,0,0,0,0
3046,0,1,27.06,31.06,57,15.0013,71,152,223,2011,7,15,22,261,0,0,0,1,0,0,0,0
3047,0,1,26.24,31.06,61,11.0014,41,126,167,2011,7,15,23,223,0,0,0,1,0,0,0,0
3048,0,0,25.42,30.305,65,12.998,42,68,110,2011,7,16,0,167,0,0,0,1,0,0,0,0
3049,0,0,24.6,29.545,69,7.0015,24,51,75,2011,7,16,1,110,0,0,0,1,0,0,0,0
3050,0,0,24.6,29.545,73,8.9981,10,48,58,2011,7,16,2,75,0,0,0,1,0,0,0,0
3051,0,0,24.6,28.79,78,8.9981,6,20,26,2011,7,16,3,58,0,0,0,1,0,0,0,0
3052,0,0,24.6,29.545,73,6.0032,9,7,16,2011,7,16,4,26,0,0,0,1,0,0,0,0
3053,0,0,23.78,27.275,78,6.0032,4,6,10,2011,7,16,5,16,0,0,0,1,0,0,0,0
3054,0,0,24.6,28.79,78,11.0014,16,21,37,2011,7,16,6,10,0,0,0,1,0,0,0,0
3055,0,0,25.42,29.545,73,8.9981,14,38,52,2011,7,16,7,37,0,0,0,1,0,0,0,0
3056,0,0,27.06,31.06,65,11.0014,37,90,127,2011,7,16,8,52,0,0,0,1,0,0,0,0
3057,0,0,28.7,32.575,54,15.0013,72,150,222,2011,7,16,9,127,0,0,0,1,0,0,0,0
3058,0,0,29.52,33.335,54,12.998,114,208,322,2011,7,16,10,222,0,0,0,1,0,0,0,0
3059,0,0,30.34,33.335,48,15.0013,171,225,396,2011,7,16,11,322,0,0,0,1,0,0,0,0
3060,0,0,31.16,34.09,43,19.0012,187,276,463,2011,7,16,12,396,0,0,0,1,0,0,0,0
3061,0,0,31.16,34.09,45,19.9995,221,276,497,2011,7,16,13,463,0,0,0,1,0,0,0,0
3062,0,0,30.34,33.335,45,19.9995,201,232,433,2011,7,16,14,497,0,0,0,1,0,0,0,0
3063,0,0,31.16,34.09,45,22.0028,205,223,428,2011,7,16,15,433,0,0,0,1,0,0,0,0
3064,0,0,31.16,34.09,45,19.0012,183,242,425,2011,7,16,16,428,0,0,0,1,0,0,0,0
3065,0,0,31.16,34.09,45,15.0013,234,241,475,2011,7,16,17,425,0,0,0,1,0,0,0,0
3066,0,0,31.16,34.09,45,19.0012,185,243,428,2011,7,16,18,475,0,0,0,1,0,0,0,0
3067,0,0,30.34,34.09,48,12.998,164,242,406,2011,7,16,19,428,0,0,0,1,0,0,0,0
3068,0,0,29.52,33.335,51,15.0013,108,188,296,2011,7,16,20,406,0,0,0,1,0,0,0,0
3069,0,0,28.7,32.575,58,15.0013,85,167,252,2011,7,16,21,296,0,0,0,1,0,0,0,0
3070,0,0,28.7,32.575,65,19.0012,65,136,201,2011,7,16,22,252,0,0,0,1,0,0,0,0
3071,0,0,27.88,31.82,61,15.0013,61,107,168,2011,7,16,23,201,0,0,0,1,0,0,0,0
3072,0,0,27.06,31.06,65,15.0013,34,91,125,2011,7,17,0,168,0,0,0,1,0,0,0,0
3073,0,0,26.24,30.305,69,12.998,16,86,102,2011,7,17,1,125,0,0,0,1,0,0,0,0
3074,0,0,26.24,30.305,69,15.0013,28,66,94,2011,7,17,2,102,0,0,0,1,0,0,0,0
3075,0,0,26.24,30.305,69,15.0013,21,26,47,2011,7,17,3,94,0,0,0,1,0,0,0,0
3076,0,0,25.42,29.545,73,11.0014,4,6,10,2011,7,17,4,47,0,0,0,1,0,0,0,0
3077,0,0,26.24,30.305,69,15.0013,4,8,12,2011,7,17,5,10,0,0,0,1,0,0,0,0
3078,0,0,25.42,29.545,73,11.0014,10,11,21,2011,7,17,6,12,0,0,0,1,0,0,0,0
3079,0,0,26.24,30.305,73,11.0014,20,30,50,2011,7,17,7,21,0,0,0,1,0,0,0,0
3080,0,0,27.88,31.82,65,15.0013,45,73,118,2011,7,17,8,50,0,0,0,1,0,0,0,0
